sort_index,file_path,relative_file_path,path_base,title,document_date,effective_date,source_page_date,source_page_url,source_page_title,crawl_date,file_mtime,date_source,date_confidence,legal_sort_bucket,legal_sort_date,legal_sort_confidence,legal_sort_group,legal_sort_sequence,sort_policy_source,sort_policy_reason,relationship_hint,original_file_url,url_status,url_ok,url_source,notes
19,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_KTMT_khoa-5-703230b6.pdf,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_KTMT_khoa-5-703230b6.pdf,manifest_dir,CTDT_KTMT_khoa-5-703230b6.pdf,,,,,[Skip to content](https://daa.uit.edu.vn/content/chuong-trinh-dao-tao-cu#main),,2026-04-16T19:52:17.754436,missing,low,manual_override,2011-01-01,manual,legacy_curriculum_source_page_order,032,manual_override,manual legacy curriculum order from official source-page table,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/files/CTDT_KTMT_khoa%205.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem;manual_override:manual legacy curriculum order from official source-page table
20,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_MMT_khoa-1-09fe0bb1.pdf,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_MMT_khoa-1-09fe0bb1.pdf,manifest_dir,CTDT_MMT_khoa-1-09fe0bb1.pdf,,,,,[Skip to content](https://daa.uit.edu.vn/content/chuong-trinh-dao-tao-cu#main),,2026-04-16T19:52:17.847406,missing,low,manual_override,2011-01-01,manual,legacy_curriculum_source_page_order,034,manual_override,manual legacy curriculum order from official source-page table,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/files/CTDT_MMT_khoa%201.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem;manual_override:manual legacy curriculum order from official source-page table
21,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_MMT_khoa-2-e285d7dd.pdf,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_MMT_khoa-2-e285d7dd.pdf,manifest_dir,CTDT_MMT_khoa-2-e285d7dd.pdf,,,,,[Skip to content](https://daa.uit.edu.vn/content/chuong-trinh-dao-tao-cu#main),,2026-04-16T19:52:17.958096,missing,low,manual_override,2011-01-01,manual,legacy_curriculum_source_page_order,036,manual_override,manual legacy curriculum order from official source-page table,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/files/CTDT_MMT_khoa%201.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem;manual_override:manual legacy curriculum order from official source-page table
22,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_CUNHANTAINANG_khoa-1-400d66c6.pdf,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_CUNHANTAINANG_khoa-1-400d66c6.pdf,manifest_dir,CTDT_CUNHANTAINANG_khoa-1-400d66c6.pdf,,,,,[Skip to content](https://daa.uit.edu.vn/content/chuong-trinh-dao-tao-cu#main),,2026-04-16T19:52:18.088186,missing,low,manual_override,2011-01-01,manual,legacy_curriculum_source_page_order,038,manual_override,manual legacy curriculum order from official source-page table,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/files/CTDT_CUNHANTAINANG_khoa%201.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem;manual_override:manual legacy curriculum order from official source-page table
23,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_CUNHANTAINANG_khoa-2-2e3f57bc.pdf,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_CUNHANTAINANG_khoa-2-2e3f57bc.pdf,manifest_dir,CTDT_CUNHANTAINANG_khoa-2-2e3f57bc.pdf,,,,,[Skip to content](https://daa.uit.edu.vn/content/chuong-trinh-dao-tao-cu#main),,2026-04-16T19:52:18.174989,missing,low,manual_override,2011-01-01,manual,legacy_curriculum_source_page_order,040,manual_override,manual legacy curriculum order from official source-page table,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/files/CTDT_CUNHANTAINANG_khoa%201.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem;manual_override:manual legacy curriculum order from official source-page table
24,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_CUNHANTAINANG_khoa-3-403d6b20.pdf,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_CUNHANTAINANG_khoa-3-403d6b20.pdf,manifest_dir,CTDT_CUNHANTAINANG_khoa-3-403d6b20.pdf,,,,,[Skip to content](https://daa.uit.edu.vn/content/chuong-trinh-dao-tao-cu#main),,2026-04-16T19:52:18.274473,missing,low,manual_override,2011-01-01,manual,legacy_curriculum_source_page_order,042,manual_override,manual legacy curriculum order from official source-page table,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/files/CTDT_CUNHANTAINANG_khoa%203.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem;manual_override:manual legacy curriculum order from official source-page table
25,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_CUNHANTAINANG_khoa-4-cf6d4c8c.pdf,daa/chuongtrinh_daotao/he-chinhquy/khac/chuongtrinhdaotaocu/pdf/CTDT_CUNHANTAINANG_khoa-4-cf6d4c8c.pdf,manifest_dir,CTDT_CUNHANTAINANG_khoa-4-cf6d4c8c.pdf,,,,,[Skip to content](https://daa.uit.edu.vn/content/chuong-trinh-dao-tao-cu#main),,2026-04-16T19:52:18.380517,missing,low,manual_override,2011-01-01,manual,legacy_curriculum_source_page_order,044,manual_override,manual legacy curriculum order from official source-page table,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/files/CTDT_CUNHANTAINANG_khoa%204.pdf,unchecked,false,cached_fuzzy_name,discovered_from_filesystem;manual_override:manual legacy curriculum order from official source-page table
26,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/14-qui-dinh-cach-dat-ma-mon-hoc/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc-e8724ea9.pdf,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/14-qui-dinh-cach-dat-ma-mon-hoc/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc-e8724ea9.pdf,manifest_dir,37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc-e8724ea9.pdf,2012-11-19,2012-11-19,2012-11-19,,[Skip to content](https://daa.uit.edu.vn/thongbao/14-qui-dinh-cach-dat-ma-mon-hoc#main),,2026-04-16T18:12:42.958497,title,high,document_date,2012-11-19,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc.pdf,unchecked,false,cached_normalized_name,discovered_from_filesystem
27,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/14-qui-dinh-cach-dat-ma-mon-hoc/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc.pdf,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/14-qui-dinh-cach-dat-ma-mon-hoc/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc.pdf,manifest_dir,37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc.pdf,2012-11-19,2012-11-19,2012-11-19,,[Skip to content](https://daa.uit.edu.vn/thongbao/14-qui-dinh-cach-dat-ma-mon-hoc#main),,2025-11-09T16:50:12.499888,title,high,document_date,2012-11-19,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
28,daa/khac/chua-phan-loai/pdf/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc-e8724ea9.pdf,daa/khac/chua-phan-loai/pdf/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc-e8724ea9.pdf,manifest_dir,37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc-e8724ea9.pdf,2012-11-19,2012-11-19,2012-11-19,,[Skip to content](https://daa.uit.edu.vn/thongbao/14-qui-dinh-cach-dat-ma-mon-hoc#main),2026-07-09,2026-07-09T12:01:09.038106,title,high,document_date,2012-11-19,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/37-dtdh_19-11-2012_qui_dinh_cach_dat_ma_mon_hoc.pdf,unchecked,false,metadata_file_path,from_metadata
29,ctsv/bai-viet/pdf/ND49CP-0a246b1d.pdf,ctsv/bai-viet/pdf/ND49CP-0a246b1d.pdf,manifest_dir,ND49CP-0a246b1d.pdf,,,2012-11-21,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/nghi-dinh-49#main),2026-07-09,2026-07-09T11:08:36.138672,missing,low,source_page_date,2012-11-21,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/51/ND49CP.pdf,unchecked,false,metadata_file_path,from_metadata
30,ctsv/bai-viet/pdf/21_QD-DHCNTT-CTSV-20a6e1d5.pdf,ctsv/bai-viet/pdf/21_QD-DHCNTT-CTSV-20a6e1d5.pdf,manifest_dir,21_QD-DHCNTT-CTSV-20a6e1d5.pdf,,,2012-11-22,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-sv-thanh-tich-xuat-sac#main),2026-07-09,2026-07-09T11:03:18.295285,missing,low,source_page_date,2012-11-22,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/63/21_QD%20-%20DHCNTT-%20CTSV.pdf,unchecked,false,metadata_file_path,from_metadata
31,ctsv/bai-viet/pdf/DHQG0001-2629e4f8.pdf,ctsv/bai-viet/pdf/DHQG0001-2629e4f8.pdf,manifest_dir,DHQG0001-2629e4f8.pdf,,,2012-11-23,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/hoc-bong-saigon-coop#main),2026-07-09,2026-07-09T10:55:05.509850,missing,low,source_page_date,2012-11-23,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/64/DHQG0001.pdf,unchecked,false,metadata_file_path,from_metadata
32,ctsv/bai-viet/pdf/thu-moi-sv-dhqg-fb1abdc8.pdf,ctsv/bai-viet/pdf/thu-moi-sv-dhqg-fb1abdc8.pdf,manifest_dir,thu-moi-sv-dhqg-fb1abdc8.pdf,,,2012-11-23,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/hoc-bong-saigon-coop#main),2026-07-09,2026-07-09T10:55:05.615900,missing,low,source_page_date,2012-11-23,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/64/thu%20moi%20sv%20dhqg.pdf,unchecked,false,metadata_file_path,from_metadata
33,ctsv/bai-viet/pdf/QUY_CHE_CTSV_NGOAI_TRU27-2009-TT-BGDDT-ceb94d56.pdf,ctsv/bai-viet/pdf/QUY_CHE_CTSV_NGOAI_TRU27-2009-TT-BGDDT-ceb94d56.pdf,manifest_dir,QUY_CHE_CTSV_NGOAI_TRU27-2009-TT-BGDDT-ceb94d56.pdf,,,2012-11-26,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quy-dinh-ve-viec-sinh-vien-noi-ngoai-tru#main),2026-07-09,2026-07-09T11:44:17.216542,missing,low,source_page_date,2012-11-26,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/73/QUY_CHE_CTSV_NGOAI_TRU27-2009-TT-BGDDT.pdf,unchecked,false,metadata_file_path,from_metadata
34,ctsv/bai-viet/pdf/Q-130-0063173e.pdf,ctsv/bai-viet/pdf/Q-130-0063173e.pdf,manifest_dir,Q-130-0063173e.pdf,,,2012-12-04,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-1302012-su-dung-logo-cua-truong-dai-hoc-cong-nghe-thong-tin#main),2026-07-09,2026-07-09T11:14:39.551742,missing,low,source_page_date,2012-12-04,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/85/Q%C4%90%20130.pdf,unchecked,false,metadata_file_path,from_metadata
35,ctsv/bai-viet/pdf/20_QD-DHCNTT-CTSV-045dc93b.pdf,ctsv/bai-viet/pdf/20_QD-DHCNTT-CTSV-045dc93b.pdf,manifest_dir,20_QD-DHCNTT-CTSV-045dc93b.pdf,,,2012-12-05,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/danh-sach-nhan-hoc-bong-kkht-hk1-nh-11-12#main),2026-07-09,2026-07-09T10:43:59.083701,missing,low,source_page_date,2012-12-05,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/91/20_QD-DHCNTT-CTSV.pdf,unchecked,false,metadata_file_path,from_metadata
36,ctsv/bai-viet/pdf/HB-InNova-2012-724a1eec.pdf,ctsv/bai-viet/pdf/HB-InNova-2012-724a1eec.pdf,manifest_dir,HB-InNova-2012-724a1eec.pdf,,,2012-12-06,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/ds-sv-nhan-hoc-bong-innova#main),2026-07-09,2026-07-09T10:51:42.528876,missing,low,source_page_date,2012-12-06,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/92/HB%20InNova%202012.pdf,unchecked,false,metadata_file_path,from_metadata
37,ctsv/bai-viet/pdf/DS-HOC-BONG-KKHT-HK2-NH-2011-2012-b98cb65f.pdf,ctsv/bai-viet/pdf/DS-HOC-BONG-KKHT-HK2-NH-2011-2012-b98cb65f.pdf,manifest_dir,DS-HOC-BONG-KKHT-HK2-NH-2011-2012-b98cb65f.pdf,,,2013-01-02,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/danh-sach-sv-nhan-hb-hk2-2011-2012#main),2026-07-09,2026-07-09T10:50:58.487754,missing,low,source_page_date,2013-01-02,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/109/DS%20HOC%20BONG%20KKHT%20HK2%20NH%202011-2012.pdf,unchecked,false,metadata_file_path,from_metadata
38,ctsv/khac/chua-phan-loai/pdf/02_kh_dhcntt_ctsv_15_01_2013_kh_tuyen_sinh_2014-e47c2b7f.pdf,ctsv/khac/chua-phan-loai/pdf/02_kh_dhcntt_ctsv_15_01_2013_kh_tuyen_sinh_2014-e47c2b7f.pdf,manifest_dir,02_kh_dhcntt_ctsv_15_01_2013_kh_tuyen_sinh_2014-e47c2b7f.pdf,2013-01-15,2013-01-15,2013-01-15,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-21,2026-07-21T19:10:11.371777,title,high,document_date,2013-01-15,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/201410/02_kh_dhcntt_ctsv_15_01_2013_kh_tuyen_sinh_2014.pdf,unchecked,false,metadata_file_path,from_metadata
39,ctsv/bai-viet/pdf/Ctrinh-trao-doi-SV-tai-Thai-Lan-c744482b.pdf,ctsv/bai-viet/pdf/Ctrinh-trao-doi-SV-tai-Thai-Lan-c744482b.pdf,manifest_dir,Ctrinh-trao-doi-SV-tai-Thai-Lan-c744482b.pdf,,,2013-01-24,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/chuong-trinh-trao-doi-sinh-vien-tai-dh-chulalongkorn-thai-lan#main),2026-07-09,2026-07-09T10:42:30.895309,missing,low,source_page_date,2013-01-24,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/125/Ctrinh%20trao%20doi%20SV%20tai%20Thai%20Lan.pdf,unchecked,false,metadata_file_path,from_metadata
40,ctsv/bai-viet/pdf/Thong-bao-hoc-bong-An-Do-tieng-Anh-7dc33004.pdf,ctsv/bai-viet/pdf/Thong-bao-hoc-bong-An-Do-tieng-Anh-7dc33004.pdf,manifest_dir,Thong-bao-hoc-bong-An-Do-tieng-Anh-7dc33004.pdf,,,2013-02-22,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/chuong-trinh-hoc-bong-tai-do#main),2026-07-09,2026-07-09T10:42:05.959563,missing,low,source_page_date,2013-02-22,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/128/Thong%20bao%20hoc%20bong%20An%20Do%20tieng%20Anh.pdf,unchecked,false,metadata_file_path,from_metadata
41,ctsv/bai-viet/pdf/Thong-bao-hoc-bong-An-Do-tieng-Viet-606a43cb.pdf,ctsv/bai-viet/pdf/Thong-bao-hoc-bong-An-Do-tieng-Viet-606a43cb.pdf,manifest_dir,Thong-bao-hoc-bong-An-Do-tieng-Viet-606a43cb.pdf,,,2013-02-22,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/chuong-trinh-hoc-bong-tai-do#main),2026-07-09,2026-07-09T10:42:05.870941,missing,low,source_page_date,2013-02-22,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/128/Thong%20bao%20hoc%20bong%20An%20Do%20tieng%20Viet.pdf,unchecked,false,metadata_file_path,from_metadata
42,_stale_artifacts/20260709T054206Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/08-quyet-dinh-ve-viec-ban-hanh-quy-trinh-bao-nghi-day-day-bu/35-qd-dhcntt-dtdh_28-02-2013_quyet_dinh_ve_viec_ban_hanh_quy_trinh_bao_nghi_day_day_bu.pdf,_stale_artifacts/20260709T054206Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/08-quyet-dinh-ve-viec-ban-hanh-quy-trinh-bao-nghi-day-day-bu/35-qd-dhcntt-dtdh_28-02-2013_quyet_dinh_ve_viec_ban_hanh_quy_trinh_bao_nghi_day_day_bu.pdf,manifest_dir,35-qd-dhcntt-dtdh_28-02-2013_quyet_dinh_ve_viec_ban_hanh_quy_trinh_bao_nghi_day_day_bu.pdf,2013-02-28,2013-02-28,2013-02-28,,[Skip to content](https://daa.uit.edu.vn/thongbao/08-quyet-dinh-ve-viec-ban-hanh-quy-trinh-bao-nghi-day-day-bu#main),,2025-11-09T16:46:28.124331,title,high,document_date,2013-02-28,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/35-qd-dhcntt-dtdh_28-02-2013_quyet_dinh_ve_viec_ban_hanh_quy_trinh_bao_nghi_day_day_bu.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
43,daa/khac/chua-phan-loai/pdf/35-qd-dhcntt-dtdh_28-02-2013_quyet_dinh_ve_viec_ban_hanh_quy_trinh_bao_nghi_day_day-7b204b4b.pdf,daa/khac/chua-phan-loai/pdf/35-qd-dhcntt-dtdh_28-02-2013_quyet_dinh_ve_viec_ban_hanh_quy_trinh_bao_nghi_day_day-7b204b4b.pdf,manifest_dir,35-qd-dhcntt-dtdh_28-02-2013_quyet_dinh_ve_viec_ban_hanh_quy_trinh_bao_nghi_day_day-7b204b4b.pdf,2013-02-28,2013-02-28,2013-02-28,,[Skip to content](https://daa.uit.edu.vn/thongbao/08-quyet-dinh-ve-viec-ban-hanh-quy-trinh-bao-nghi-day-day-bu#main),2026-07-09,2026-07-09T12:01:05.219410,title,high,document_date,2013-02-28,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202309/35-qd-dhcntt-dtdh_28-02-2013_quyet_dinh_ve_viec_ban_hanh_quy_trinh_bao_nghi_day_day_bu.pdf,unchecked,false,metadata_file_path,from_metadata
44,ctsv/bai-viet/pdf/Hoc-bong-Nguyen-Thai-Binh-Bao-TN-nam-2013-2b94d517.pdf,ctsv/bai-viet/pdf/Hoc-bong-Nguyen-Thai-Binh-Bao-TN-nam-2013-2b94d517.pdf,manifest_dir,Hoc-bong-Nguyen-Thai-Binh-Bao-TN-nam-2013-2b94d517.pdf,,,2013-03-08,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/30-suat-hoc-bong-nguyen-thai-binh-bao-thanh-nien-danh-cho-sv-dhcntt#main),2026-07-09,2026-07-09T10:38:40.059666,missing,low,source_page_date,2013-03-08,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/135/Hoc%20bong%20Nguyen%20Thai%20Binh%20-%20Bao%20TN%20nam%202013.pdf,unchecked,false,metadata_file_path,from_metadata
45,ctsv/bai-viet/pdf/24_QD-DHCNTT-CTSV-Trao-hoc-bong-tuyen-sinh-2012-fb97a3b9.pdf,ctsv/bai-viet/pdf/24_QD-DHCNTT-CTSV-Trao-hoc-bong-tuyen-sinh-2012-fb97a3b9.pdf,manifest_dir,24_QD-DHCNTT-CTSV-Trao-hoc-bong-tuyen-sinh-2012-fb97a3b9.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/hoc-bong-tuyen-sinh-nam-2012#main),2026-07-09,2026-07-09T10:55:44.384879,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/154/24_QD-DHCNTT-CTSV%20Trao%20hoc%20bong%20tuyen%20sinh%202012.pdf,unchecked,false,metadata_file_path,from_metadata
46,ctsv/bai-viet/pdf/KH-19-7f70ca4e.pdf,ctsv/bai-viet/pdf/KH-19-7f70ca4e.pdf,manifest_dir,KH-19-7f70ca4e.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/ke-hoach-tuan-shcd-cuoi-khoa-nh-2011-2012#main),2026-07-09,2026-07-09T10:38:32.626830,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/149/KH%2019.pdf,unchecked,false,metadata_file_path,from_metadata
47,ctsv/bai-viet/pdf/QD-01-c06ccd16.pdf,ctsv/bai-viet/pdf/QD-01-c06ccd16.pdf,manifest_dir,QD-01-c06ccd16.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-012013-ban-hanh-quy-trinh-danh-gia-drl-sv#main),2026-07-09,2026-07-09T11:45:21.716719,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/150/QD%2001.pdf,unchecked,false,metadata_file_path,from_metadata
48,ctsv/bai-viet/pdf/QD-07-e30fe0e8.pdf,ctsv/bai-viet/pdf/QD-07-e30fe0e8.pdf,manifest_dir,QD-07-e30fe0e8.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-thu-khoa-cap-truong-nk-2007-2012#main),2026-07-09,2026-07-09T11:03:25.793640,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/140/QD%2007.PDF,unchecked,false,metadata_file_path,from_metadata
49,ctsv/bai-viet/pdf/QD-08-87abfea3.pdf,ctsv/bai-viet/pdf/QD-08-87abfea3.pdf,manifest_dir,QD-08-87abfea3.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-sv-tot-nghiep-loai-gioi-nk-2007-2012#main),2026-07-09,2026-07-09T11:03:22.068858,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/141/QD%2008.PDF,unchecked,false,metadata_file_path,from_metadata
50,ctsv/bai-viet/pdf/QD-09-1ce60e8f.pdf,ctsv/bai-viet/pdf/QD-09-1ce60e8f.pdf,manifest_dir,QD-09-1ce60e8f.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-sv-tot-nghiep-thu-khoa-cap-khoa-nk-2007-2012#main),2026-07-09,2026-07-09T11:03:24.007127,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/142/QD%2009.PDF,unchecked,false,metadata_file_path,from_metadata
51,ctsv/bai-viet/pdf/QD-13-25fb1683.pdf,ctsv/bai-viet/pdf/QD-13-25fb1683.pdf,manifest_dir,QD-13-25fb1683.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-sv-dat-diem-cao-trong-ky-thi-ts-dh-2012#main),2026-07-09,2026-07-09T11:03:14.404743,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/143/QD%2013.pdf,unchecked,false,metadata_file_path,from_metadata
52,ctsv/bai-viet/pdf/QD-14-f5ea7b5b.pdf,ctsv/bai-viet/pdf/QD-14-f5ea7b5b.pdf,manifest_dir,QD-14-f5ea7b5b.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-ca-nhan-dat-thanh-tich-cao-trong-phong-trao-tn-nam-hoc-2011-2012#main),2026-07-09,2026-07-09T11:03:08.705977,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/144/QD%2014.pdf,unchecked,false,metadata_file_path,from_metadata
53,ctsv/bai-viet/pdf/QD-21-634a6870.pdf,ctsv/bai-viet/pdf/QD-21-634a6870.pdf,manifest_dir,QD-21-634a6870.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-sv-dat-thanh-tich-xuat-sac-trong-hoc-tap-ren-luyen-nh-2011-2012#main),2026-07-09,2026-07-09T11:03:16.470355,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/145/QD%2021.pdf,unchecked,false,metadata_file_path,from_metadata
54,ctsv/bai-viet/pdf/QD-22-15050ffa.pdf,ctsv/bai-viet/pdf/QD-22-15050ffa.pdf,manifest_dir,QD-22-15050ffa.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-sinh-vien-5-tot-tieu-bieu-nam-2012#main),2026-07-09,2026-07-09T11:03:12.495433,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/146/QD%2022.pdf,unchecked,false,metadata_file_path,from_metadata
55,ctsv/bai-viet/pdf/QD-25-0c622d83.pdf,ctsv/bai-viet/pdf/QD-25-0c622d83.pdf,manifest_dir,QD-25-0c622d83.pdf,,,2013-03-09,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/khen-thuong-cac-ca-nhan-dat-thanh-tich-cao-trong-ky-thi-olp-tin-hoc-sv-toan-quoc-nam-2012#main),2026-07-09,2026-07-09T11:03:11.146112,missing,low,source_page_date,2013-03-09,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/attachments/article/147/QD%2025.pdf,unchecked,false,metadata_file_path,from_metadata
